"sample","CT6.2","CT6.3","CT6.4","CT6.5","CT9.1","CT9.3","CT9.4","CT9.6","CT12.1","CT12.2","CT12.4","CT12.5","CT15.1","CT15.3","CT15.4","CT15.5","CT18.1","CT18.2","CT18.5","CT21.2","CT21.4","CT21.5","CT21.6","CT24.2","CT24.3","CT24.4","CT24.6","CT27.1","CT27.2","CT27.3","CT27.5","cluster"
"comp100020_c0_seq4",-0.253963445846248,0.0450858736328408,0.215071802599901,0.274881666495719,-0.05564652871801,-0.430245149960236,0.611705636856377,1.54033247102828,-1.4942311497911,0.973712707804746,-1.5729283391277,-1.70199172963973,-1.24240014391397,0.281177441642647,-1.57922411427463,-0.877245185392136,-0.94964659958181,-0.54042121503148,-1.00945646347763,0.806874666411149,0.271733778922255,0.806874666411149,1.30109301544501,-0.389322611505203,-0.0682380790118667,0.133226725689835,-0.0997169547465074,1.93381841771129,1.0744451101556,1.73550150058306,0.259142228628399,10
"comp100024_c0_seq7",0.42941725315094,0.239246755326952,-1.28211722726495,-0.369298837709807,1.34223564270608,0.543519551845331,1.79864483748365,1.87471303661324,-0.787673932922579,-1.51032182465373,-1.73852642204252,1.30420154314128,-0.255196539015415,-0.445367036839402,-0.711605733792985,-0.939810331181769,-0.787673932922579,1.38026974227088,0.353349054021345,1.15206514488209,-1.70049232247772,0.353349054021345,-1.12998082900576,0.505485452280534,-0.103060140756225,0.809758248798914,0.201212655762155,-0.597503435098592,0.0110421579381671,-0.33126473814501,0.391383153586142,11
"comp100025_c0_seq11",1.01317290934566,-0.609286242754649,0.632218139879757,0.710449922895076,-0.551462750960718,-1.42561789161015,-0.374590893708693,-1.84058647977836,2.17984689083498,1.55399262671243,0.822695524612707,0.394121408963569,0.0369763125892883,0.958750799421957,-0.983438248480087,0.751266505337851,-0.544659987220256,1.16963647537629,1.54378848110173,-0.772552572525749,-1.08547970458702,0.220650933581776,-1.04126174027402,-0.401801948670543,0.241059224803163,0.860110725185251,-0.39499918493008,-1.03105759466332,-1.21133083378558,-0.88139679237315,0.0607859856809072,12
"comp100031_c0_seq2",-0.238702137472599,-0.215098417339743,1.28373781109666,-0.828795140794016,1.46076571209308,-0.911408161259014,0.811663408439522,0.304183425583104,0.587428067177384,-0.0380705163433172,2.0508587154145,0.363192725915246,1.40175641176094,-1.15924722265401,-1.32447326358401,0.327787145715961,1.61418989295665,0.186164824918821,0.847068988638808,-0.344918878070454,-2.05618858770256,-1.26546396325186,-1.26546396325186,-0.415730038469024,0.410400166180959,0.552022486978099,-0.144287256941173,-1.19465280285329,0.410400166180959,-0.816993280727587,-0.392126318336167,13
"comp100037_c0_seq1",0.558198370768034,0.578436222882425,1.43045634636501,-0.308689042131914,-1.31580053715779,-0.347461885017739,-0.339733514307389,-1.31324624514335,2.41340030925428,-0.313339163491532,1.7301599427257,1.40176968220286,-0.73813757389264,0.691087050185833,0.112769140250313,-0.439547386871571,-0.823215146373528,-0.228392580344718,0.524075649241827,0.646485181933728,-1.30486292776263,-1.29163300502119,-1.22017832328397,-0.517617029979515,0.667836443387746,1.01305883333906,-0.358137515744748,-1.03397698489816,-0.452908298947092,-0.663866621472835,1.2430106093055,14
"comp100037_c1_seq13",0.864504049431119,0.355504912374811,1.74457997672848,-0.0254234740673285,-1.7625882708595,-0.412919591310195,-0.501583957120003,-1.55242088523625,1.39977410969033,-0.0287073394676917,1.16661966626454,0.720013971815135,-1.36852442281591,0.743001029617678,0.276692142766093,-0.961325113170861,-1.29299551860755,-0.123939436078227,0.877639511032572,0.97615547304347,-0.948189651569408,-0.86937688196069,1.33409680168307,-0.65920949633744,1.15676807006345,0.756136491219131,0.283259873566819,-1.55570475063661,-0.629654707734171,-0.609951515331991,0.647768933007142,15
"comp100039_c0_seq1",-1.07397140451034,0.928592193151188,2.21228680703678,0.636304804143391,0.687652588698815,-0.422249523614577,-0.181309919162204,2.20043731829322,-0.698737594297628,0.257121164349492,-0.722436571784747,-1.23591441733899,-0.888329414194578,-0.702687423878815,-1.45710487388543,0.182074402306949,-0.193159407905763,-1.44130555556068,-0.90807856210051,-0.268206169948305,0.00828190073474596,0.861445090271018,0.442763154665255,-0.631590491417459,-0.718486742203561,-0.465697649007628,-0.0746645204701694,0.158375424819831,0.604706167493899,2.2952332282417,0.608655997075086,16
"comp100041_c0_seq5",0.371179877125283,-1.01139323108168,-0.282940733209195,0.861770334876142,1.3226280376118,1.27802890508899,1.20369701755098,-0.49107001831562,-1.36818629126412,-0.312673488224398,-1.30872078123372,-1.59118195387815,-0.877595833513266,-0.089677825610372,-1.08572511861969,-0.401871753270009,0.43064538715569,-0.0302123155799648,-1.1451906286501,0.17791696952646,-0.23834160068639,0.84690395736854,0.133317837003655,-0.624867415884036,-1.10059149612729,0.267115234572071,-0.134276958133177,2.22947706557551,-0.342406243239602,1.56049007773343,1.75375298533225,17
"comp100044_c0_seq3",-0.540994766067389,-0.824138779996164,0.460899437065203,0.177755423136427,0.0688538793176679,0.0252932617901638,2.11620290311036,1.13608900874152,0.765823759757731,-0.127168899556101,-0.519214457303637,-0.366752295957372,-0.976600941342428,-0.497434148539885,-1.2161843377437,-0.88947970628742,-0.105388590792348,0.569800980883964,1.22321024379652,0.874725303576491,-0.998381250106181,1.35389209637904,-0.323191678429868,-1.06372217639744,-1.10728279392494,1.20142993503277,0.918285921103995,-2.06561637953003,-0.933040323814924,1.78949827165408,-0.127168899556101,18
"comp100047_c2_seq5",-0.830569610546533,0.569356353498315,0.514457296084792,0.253686773370556,1.55753938694174,-1.02271631149386,0.926200226686218,1.74968608788907,-1.51680782821558,1.2967688642275,-0.871743903606675,-0.78939531748639,-1.37956018468177,-0.309028565118059,-1.87365170140348,-0.940367725373579,0.0889896011299857,-0.775670553133009,-1.06389060455401,0.143888658543509,0.445833474317888,0.761503054445648,0.734053525738886,-0.967817254080341,-0.78939531748639,-0.00708374934368071,0.020365779363081,0.816402111859171,1.17324598504707,1.61243844435526,0.47328300302465,19
"comp100048_c0_seq4",0.148612907241315,0.738134250184352,0.607129507308121,0.869138993060582,-1.18326864533369,-2.12213596928001,-0.200733073761966,-1.59811699777509,0.716300126371647,0.0394422881777898,1.32765559312739,0.716300126371647,-0.724752045266887,-0.702917921454182,-0.615581426203362,0.104944659615905,1.24031909787657,0.978309612124107,-0.353571940450901,-0.833922664330412,1.10931435500034,1.41499208837821,1.98267930750854,-1.31427338820992,-0.986761531019348,0.366954145368365,0.410622392993776,-0.397240188076311,-0.877590911955823,-1.07409802627017,0.21411527867943,9
"comp100048_c0_seq8",-0.366986647118714,-0.0529832101997295,1.20303053747621,0.188557895122566,-0.874222968295534,-2.00946616331032,-0.342832536586484,-0.705144194569928,-0.922531189359994,0.840718879492765,-0.656835973505469,-0.922531189359994,1.34795520066959,1.58949630599188,-0.197907873393107,1.39626342173404,-0.922531189359994,0.719948326831617,-0.705144194569928,-1.40561340000459,1.4445716427985,1.08225998481506,0.430099000444862,0.333482558315944,-0.705144194569928,1.29964697960513,-0.801760636698846,0.140249674058107,0.405944889912632,0.816564768960535,-1.64715450532688,20
"comp100049_c0_seq10",-0.6352517966325,-0.123222593651372,-0.21262451798141,0.624502591654401,1.45350225362385,0.299404684999717,0.697649620651705,1.35597288162744,-1.12289865661453,0.681394725318971,-1.2285554762773,-0.659634139631601,-0.139477488984107,-0.375173471308753,-1.56178083059835,-0.220751965647778,0.535100667324363,-0.277644099312347,-1.03349673228449,-0.00943832632223284,-1.74058467925843,-0.147604936650474,0.478208533659793,-1.09851631361543,-0.781545854627108,-0.708398825629804,0.128728284006008,1.46975714895658,0.591992800988933,2.79453111857442,0.965855393641819,21
"comp100049_c0_seq5",-1.28788331699729,0.0243396189736547,-0.314651306152172,0.100885956905293,1.27095140814605,0.341460161833299,1.30375698154532,1.15066430568204,-0.620836657878724,0.953830865286404,-0.620836657878724,-1.00356834753692,-0.631771849011815,-0.0522067189579833,-1.70342058005475,-0.522419937680904,0.418006499764937,-0.467743982015448,-0.588031084479451,-0.598966275612542,-0.86141086280673,0.0899507657722018,1.12879392341586,-1.2660129347311,-1.32068889039656,-0.697382995810362,-0.216234585954351,2.09109074312789,1.46778484854169,1.81771096480061,0.614839940160578,21
"comp100052_c0_seq2",-1.45446511620561,0.419927799653699,-0.609958417851416,-0.964239276673176,2.38083115778344,0.07388603057198,0.955468632756358,1.41685765819865,-1.18257515478426,0.588829139324538,-1.62336645587645,-1.0095542702434,-0.601719328111376,0.143918293362328,-1.05898880868365,0.992544536586542,0.469362338093944,-1.11666243686393,-1.26084650731465,-0.0744175847487571,0.102722844662123,-0.0991348539688793,0.102722844662123,0.222189645892716,-0.424578898700496,-0.647034321681601,1.04197907502679,1.06257679937689,0.695937305945069,1.8288121452007,-0.37102481539023,15
"comp100057_c0_seq4",-1.61114031696124,0.463198507307987,0.334224072638398,0.301980463971001,1.33377594132771,0.452450637752188,1.29078446310452,1.5487333324437,-1.33169570851046,0.516937855086983,-1.35319144762206,-1.25646062161987,-1.10599044783868,0.00104011640862573,-1.07374683917128,-1.02000749139229,-0.783554361164709,-1.34244357806626,-0.246160883374754,-0.686823535162516,0.807130333093558,0.205249637968809,0.979096245986344,0.119266681522416,-0.557849100492927,-0.912528795834297,0.602920811533375,0.323476203082599,1.5164897237763,1.72069924533648,0.764138854870362,19
"comp100059_c1_seq5",0.599047973812915,1.27609698588272,1.17937569844418,-1.14193520008087,-1.14193520008087,-1.14193520008087,-1.14193520008087,1.27609698588272,0.212162824058741,-0.271443613133977,2.3400311477067,-1.14193520008087,0.502326686374371,2.04986728539107,-0.464886188011064,-0.271443613133977,0.405605398935828,0.115441536620197,-0.368164900572521,-1.14193520008087,-1.14193520008087,-0.271443613133977,-1.14193520008087,0.212162824058741,0.985933123567089,0.599047973812915,0.889211836128545,-0.464886188011064,0.115441536620197,-1.14193520008087,-0.368164900572521,22
"comp100066_c0_seq1",-1.41556760121022,0.895168785358192,-0.367177944341216,0.745398834376907,0.85237737079211,-1.22300623566285,0.488650346980416,0.552837468829539,-0.516947895322502,1.85797561309503,-0.217407993359931,-0.238803700642971,-1.22300623566285,0.210506152300886,-1.28719335751197,1.15191727275468,-0.19601228607689,-0.859279211851155,-0.773696382718992,-0.174616578793849,1.0021473217734,0.959355907207315,1.23750010188685,-1.65092038132367,-1.4583590157763,0.167714737734804,-0.0676380423786445,-1.05184057739852,-0.367177944341216,1.49424858928334,1.47285288200029,16
"comp100069_c1_seq16",1.21090646257211,-0.954420045257578,1.35814866510453,-0.0276602999064695,-0.607967804004827,-0.0623055240317446,-1.17095269604055,-0.79851653669384,0.855792915288045,0.873115527350682,0.725873324818263,1.0203577298831,-0.44340298940977,-0.963081351288897,-0.452064295441089,-0.772532618599884,-0.815839148756478,0.500679368003975,-0.625290416067465,0.604615040379801,2.95182897486719,-0.902452209069666,-0.555999967816914,-0.131595972282295,-0.296160786877351,0.318791941346281,-0.382773847190539,-1.78590542426418,0.223517575001775,1.7132622123886,-0.607967804004827,23
"comp100070_c0_seq23",-0.670182513671125,0.391952936126729,0.402772652083922,-1.14444672979478,0.839167862357404,0.925725590014954,1.63622027120401,0.62638011519926,-1.31395561312415,0.916709160050625,-0.6557562257282,-1.08313500603735,-0.62690364984235,-0.22296758744045,-1.57002222411107,0.12326332318975,-0.332968033005253,-1.40952977074603,-0.0642784200682749,-0.45378819452725,-1.14625001578765,0.572281535413291,0.606543969277738,-0.729690951435691,-0.468214482470175,-1.17870916365923,0.0529351694679909,1.21785792085919,1.02670960561543,2.21146850292814,1.52080996766061,17
"comp100071_c0_seq1",-0.729411967862514,0.306241665896475,0.219937196416559,-0.815716437342429,0.996677421735801,0.392546135376391,-0.297889620462935,1.34189529965546,-0.902020906822345,-0.729411967862514,-0.729411967862514,0.0473282574567281,-0.211585150983019,0.392546135376391,0.478850604856307,0.478850604856307,-0.815716437342429,0.82406848277597,0.651459543816138,-0.815716437342429,-0.125280681503103,-0.815716437342429,2.03233105549479,-0.470498559422766,-1.33354325422192,-0.729411967862514,-1.33354325422192,-1.33354325422192,-0.0389762120231878,2.89537575029395,1.16928636069563,24
"comp100074_c0_seq3",1.01362988905396,0.900869626276426,0.525002083684647,0.487415329425469,1.20156366034985,-0.489840281313158,0.562588837943825,0.337068312388757,-0.940881332423294,0.299481558129579,-1.31674887501507,-0.715360806868226,-0.414666772794802,0.111547786833689,-0.414666772794802,-1.57985615482932,0.0739610325745114,-1.69261641760685,-1.05364159520083,0.938456380535604,0.976043134794782,1.23915041460903,0.712935854980537,-0.602600544090692,-1.57985615482932,-0.226733001498912,-0.565013789831514,0.299481558129579,-1.24157536649672,2.51710005942108,0.637762346462181,16
"comp100077_c0_seq1",-0.120342664344829,0.884055726533165,1.08493540470876,-1.92825976792522,-1.52650041157402,0.137931207595227,0.510993467064196,2.08933379558676,0.367507982653054,0.137931207595227,1.8310599236467,0.912752823415394,-0.0629484705803721,-1.32562073339842,-1.52650041157402,-0.837770086400539,-0.378616536284885,1.71627153611779,0.912752823415394,-0.177736858109286,-0.809072989518311,0.0231428200663132,-0.321222342520428,-0.722981698871626,-1.44040912092734,-0.206433954991514,0.855358629650937,-0.00555427681591522,-0.292525245638199,0.166628304477455,0.0518399169485417,18
"comp100077_c0_seq4",0.541757073108354,0.197843026698273,1.89448565565467,0.0488136065872377,-0.673405890873933,-0.650478287779928,-1.13195795275404,-2.02613447342025,0.98884533344146,0.495901866920343,0.702250294766392,1.84863044946666,-0.604623081591917,0.679322691672386,-0.146071019711808,1.64228202162061,-0.616086883138919,0.793960707142413,0.0373498050402353,-0.329491844463852,1.08055574581748,-0.226317630540827,-1.05171134192502,-0.444129859933878,-0.157534821258811,1.28690417366353,-1.31537877750608,-1.60197381618115,-1.14342175430104,-0.375347050651862,0.255162034433286,25
"comp100080_c0_seq3",-1.08490191827115,0.616325603375826,-0.328800797539159,1.06707819458143,1.27064388093235,-0.59052810856177,0.950754945238051,1.41604794261158,-1.82646263283521,1.9976641893285,-0.343341203707081,-0.997659481263609,-0.343341203707081,-0.517826077722155,-1.69559897732391,-0.18339673585993,0.441840729360752,-0.619608920897615,-0.837715013416458,-0.18339673585993,0.543623572536212,0.819891289726746,1.34334591177197,-1.15760394911076,-1.43387166630129,-0.125235111188239,-0.779553388744766,0.151032606002295,1.08161860074936,1.1106994130852,0.238275043009832,16
"comp100080_c0_seq9",-1.29336105828092,0.571932324093527,-0.447248596172921,0.168105921723803,1.39881495751725,0.187335750408076,0.187335750408076,0.994988555147525,-0.331869624067285,1.2257464993588,-0.197260823277377,0.687311296199163,2.30261690567806,0.0527269496181667,-1.46642951643937,-0.466478424857194,0.091186606986712,-0.639546883015647,-1.54334883117646,0.495013009356437,-0.754925855121283,0.706541124883436,1.5718834156757,-1.33182071564946,-1.35105054433373,-0.543397739594284,-1.29336105828092,-0.274180138014468,1.59111324435998,0.129646264355257,-0.428018767488649,26
"comp100082_c0_seq4",2.23919830580606,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,1.91537870348211,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,1.59155910115816,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,1.91537870348211,1.47380651849491,1.76818797515304,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,-0.527987386780393,1.76818797515304,27
"comp100083_c0_seq1",-0.130569698165724,-1.04105374180753,0.591428175037954,-0.213631400392696,-0.772700549997314,-1.14967289087357,-0.523515443316398,-0.731169698883827,0.888533494542123,-0.593798422123836,0.150562217064027,0.297517536388669,0.0387483871431034,-0.0890388470522379,1.30703668653186,-0.430869698524776,-0.654497358366623,0.553092004779352,0.377384557760757,-0.245578208941531,3.44108349759406,2.14404307051135,-0.951602677870791,0.808666473170034,0.0547217914175207,0.489198387681681,-0.322250549458736,-0.258356932361065,-1.0857792737759,-1.28704416763356,-0.66088672007639,28
"comp100084_c0_seq2",0.287581477306817,-0.875516961099936,-0.863143573457311,0.250461314378942,2.01985574727432,-0.553808882391685,-0.850770185814686,2.36631060126782,-1.153918183059,-0.0898068457932462,-0.745596390852373,-0.182607253112934,1.11659844936269,-0.522875413285122,-0.986877449883561,1.62390734271032,0.689716575692131,-0.44244839360806,-0.993064143704874,-0.529062107106435,-0.00319313229487082,0.00299356152644157,0.0339270306330043,-0.770343166137623,-0.764156472316311,-0.869330267278624,-0.850770185814686,2.07553599166613,1.20939885668238,0.448435516660943,-0.0774334581506211,29
"comp100086_c0_seq11",0.731306062161283,-0.194658395737424,0.31055532031204,-0.40737996038983,-1.31457486846627,-1.06587833332117,-0.00539876836285736,-1.77442883911191,0.595226825949817,1.13015899588454,1.29908494428498,0.609303988316521,1.95758331721633,0.35278680741215,0.858000523461613,1.08636337963258,1.07228621726587,1.97478873788674,0.179168471556141,-0.316660469582186,-0.886003480857743,-1.25044557324017,-1.25826621899945,0.100962013963345,0.129116338696752,0.496686689382894,-0.767129665316693,-0.970466455057963,-1.22698363596233,-0.968902325906107,-0.476201643071491,19
"comp100092_c1_seq1",0.923615495695882,0.429769724712457,-0.272588705130636,-0.305511756529531,-0.0421273453383712,1.58207652367378,1.66987132740417,0.769974589167705,-0.722537074248867,-2.14920263486765,0.166385313521297,-0.0421273453383712,-1.89679257414279,-1.12858804150191,-1.64438251341793,-0.195768251866547,0.923615495695882,-0.129922149068758,0.254180117251684,-0.722537074248867,0.265154467717982,0.945564196628478,0.331000570515772,-0.349409158394724,-1.830946471345,0.550487579841739,0.693154135903617,0.331000570515772,-0.118947798602459,1.79058918253345,-0.0750503967372659,19
"comp100094_c0_seq1",-0.377872336368505,0.488430104105806,-0.526631341298438,0.0304857163803279,1.71642110558623,1.06596506442201,1.90309907255712,1.25847671786075,-1.0837483989772,1.76600744056287,-0.66955665976053,-1.24709162007674,0.0800720513569725,0.695525973714143,-1.53294225700092,0.558434341719891,0.374673217982916,-0.357454433731064,-0.719142994737174,-0.663722973292689,-1.85379501273215,-0.570383989807241,0.29591845066707,-1.25000846331066,-1.20625581480185,-0.617053481549965,-0.328286001391862,0.876370254217199,0.669274384608861,0.78011442749783,0.444677455597003,1
"comp100097_c0_seq14",-0.775955085696836,0.93733605793578,-0.150603818270932,-0.150603818270932,1.07439934942639,0.748874032136193,1.94817783267902,1.92247846552453,-1.88959432905804,0.843105045035986,0.526146183463952,-0.930151288623772,-0.553227237024596,0.329117701946201,-1.58976837892233,0.0549911189649826,-0.364765211225009,-0.587493059897249,-0.544660781306433,-0.784521541414999,-0.955850655778261,0.594677829209257,0.706041753545377,-1.33277470737744,-0.955850655778261,-0.330499388352356,-0.587493059897249,-0.20200255257991,0.234886689046407,1.96531074411535,0.800272766445171,3
"comp100104_c1_seq1",-1.13514079003021,-0.141659241045746,-0.351103340138171,-0.0644956255906418,1.36578710373789,0.116012117706118,0.569348358504853,1.4457065626021,-1.61741338662461,1.01992875589448,-1.20265895355342,-1.38730046196385,0.67269248634651,-0.384173461047501,-1.08002392184799,0.554191219754744,0.612063931346072,-0.772747381732131,-0.34834749672906,-0.730031808890913,0.482539291117862,-0.0562280953633099,0.275851035434548,-1.20679271866709,-0.437912407525163,-0.935342142869671,-0.916051239005895,1.97207265374228,1.44846240601122,1.95002590646939,0.282740643957325,30
"comp100104_c1_seq2",-1.59343501868824,-0.145631586316728,-0.730458588555467,-0.209819915830736,1.92265903135686,1.1880592602521,0.496251708823352,1.73009404281484,-1.43653021320955,1.48047276137147,-1.04426819951284,-0.887363394034153,-0.281140281957411,0.0825935852886342,-0.630610075978121,0.56044003833736,0.0611974754506313,-1.27962540773087,-1.10132449241418,-0.580685819689448,-0.844571174358148,0.317950793506663,1.50900090782214,0.0754615486759668,-0.54502563662611,-1.18690893176619,0.481987635598017,0.410667269471342,1.53039701766015,0.888513722520068,-0.238348062281406,15
"comp100105_c0_seq2",0.338458294578461,-0.268886311803999,-0.302732141261845,0.150425908701538,-0.675036265298152,-1.12819431526154,-1.11879269596769,-1.80135025670092,-0.0470080964692307,-0.357261533166153,0.987170025853844,0.671275617580614,0.601703634806153,0.616746225676306,0.447517078387076,2.151090494432,0.955204520254767,1.50613941087415,1.3745167407603,0.0526490680455386,1.45725099054615,0.82546217399969,-0.131622670113846,-1.36323479760769,0.342218942295999,0.0300851817403076,-1.22973180363507,-0.930760310090767,-1.37827738847784,-0.329056675284615,-1.44596904739353,31
"comp100111_c0_seq3",-0.611387622966638,0.417407604976458,1.14191128662653,-0.118725119444592,-1.2924210837177,-1.78508358723975,-1.04608983195668,-1.62569277727673,-0.596897549333637,1.60559364288257,-0.379546444838616,0.779659445801492,-2.24876594349579,0.620268635838477,0.33046716317845,1.53314327471756,0.315977089545448,-0.0897449721785891,0.359447310444453,-0.176685413976597,-0.0317846776465837,0.460877825875462,-0.00280453038058093,-0.74179828566365,-1.06057990558968,1.40273261202055,0.489857973141465,1.75049437921258,-0.249135782141604,0.64924878310448,0.200056500481438,11
"comp100116_c0_seq2",-0.732015218423964,1.63597438219087,0.538836343295964,0.319408735516984,1.5994031142277,0.355980003480147,1.59026029723691,1.07826254575262,-0.850871839304245,-0.0920180290686046,-0.732015218423964,-0.841729022313454,-0.585730146571311,0.00855295783009501,-1.42686930972407,-1.0977278980556,0.045124225793258,-0.869157473285827,-0.841729022313454,-0.101160846059395,-1.02458536212927,-0.457730708700239,2.03825832978566,-0.823443388331872,-0.814300571341082,-0.302302819856794,-0.658872682497637,0.547979160286755,-0.293160002866003,2.23940030358306,0.547979160286755,32
